university,store_id,catalog_id,campus,campus_id,term,term_id,department,department_id,course,course_id,section,section_id,scanDate
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,491,491,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,493,493,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,500,500,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,621,621,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFAM,334_1_50,100,100,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFAM,334_1_50,100,100,800,800,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFAM,334_1_50,150,150,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFAM,334_1_50,200,200,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AHS,334_1_54,100,100,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AHS,334_1_54,100,100,2,2,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AHS,334_1_54,100,100,3,3,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AHS,334_1_54,100,100,4,4,2022-02-05 9:46:58
